Time,x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
1266 ,2719.390346,4995.821039,3475.365866,-7.031426,2.987263,1.195806
1267 ,2712.345324,4998.809075,3476.562559,-7.035086,2.98053,1.191116
1268 ,2705.296641,5001.790367,3477.754548,-7.038738,2.973792,1.186423
1269 ,2698.244305,5004.764911,3478.941831,-7.042379,2.96705,1.181729
1270 ,2691.188327,5007.732704,3480.124406,-7.046012,2.960304,1.177033
1271 ,2684.128715,5010.69374,3481.302272,-7.049634,2.953554,1.172336
1272 ,2677.065481,5013.648017,3482.475428,-7.053248,2.9468,1.167637
1273 ,2669.998632,5016.59553,3483.643871,-7.056851,2.940043,1.162937
1274 ,2662.928179,5019.536275,3484.8076,-7.060446,2.933281,1.158235
1275 ,2655.854131,5022.470248,3485.966613,-7.06403,2.926515,1.153531
1276 ,2648.776498,5025.397445,3487.120909,-7.067606,2.919745,1.148826
1277 ,2641.695288,5028.317863,3488.270487,-7.071171,2.912972,1.144119
1278 ,2634.610513,5031.231497,3489.415344,-7.074727,2.906194,1.139411
1279 ,2627.522181,5034.138343,3490.555479,-7.078274,2.899412,1.134701
1280 ,2620.430302,5037.038397,3491.690891,-7.081811,2.892627,1.129989
1281 ,2613.334885,5039.931656,3492.821578,-7.085338,2.885837,1.125276
1282 ,2606.235941,5042.818116,3493.947539,-7.088856,2.879044,1.120562
1283 ,2599.133477,5045.697772,3495.068771,-7.092364,2.872247,1.115846
1284 ,2592.027506,5048.57062,3496.185274,-7.095863,2.865445,1.111128
1285 ,2584.918034,5051.436658,3497.297045,-7.099352,2.85864,1.106409
1286 ,2577.805074,5054.29588,3498.404085,-7.102832,2.851831,1.101688
1287 ,2570.688633,5057.148283,3499.506389,-7.106302,2.845019,1.096966
1288 ,2563.568722,5059.993864,3500.603959,-7.109762,2.838202,1.092243
1289 ,2556.445349,5062.832617,3501.696791,-7.113213,2.831381,1.087517
1290 ,2549.318526,5065.664541,3502.784884,-7.116654,2.824557,1.082791
1291 ,2542.188261,5068.489629,3503.868238,-7.120086,2.817729,1.078063
1292 ,2535.054564,5071.30788,3504.94685,-7.123508,2.810897,1.073333
1293 ,2527.917445,5074.119288,3506.020718,-7.12692,2.804061,1.068602
1294 ,2520.776913,5076.923851,3507.089842,-7.130323,2.797221,1.06387
1295 ,2513.632978,5079.721564,3508.154221,-7.133716,2.790378,1.059136
1296 ,2506.485649,5082.512423,3509.213851,-7.1371,2.783531,1.0544
1297 ,2499.334937,5085.296425,3510.268733,-7.140474,2.77668,1.049664
1298 ,2492.18085,5088.073567,3511.318865,-7.143838,2.769825,1.044925
1299 ,2485.023399,5090.843843,3512.364244,-7.147193,2.762966,1.040186
1300 ,2477.862593,5093.607251,3513.404871,-7.150538,2.756104,1.035445
1301 ,2470.698441,5096.363786,3514.440743,-7.153873,2.749238,1.030702
1302 ,2463.530954,5099.113445,3515.471859,-7.157199,2.742368,1.025958
1303 ,2456.360142,5101.856225,3516.498217,-7.160515,2.735495,1.021213
1304 ,2449.186013,5104.592121,3517.519817,-7.163822,2.728618,1.016466
1305 ,2442.008577,5107.32113,3518.536656,-7.167118,2.721737,1.011718
1306 ,2434.827845,5110.043248,3519.548734,-7.170405,2.714852,1.006969
1307 ,2427.643826,5112.758471,3520.556048,-7.173683,2.707964,1.002218
1308 ,2420.456529,5115.466796,3521.558599,-7.17695,2.701072,0.997465
1309 ,2413.265964,5118.168219,3522.556383,-7.180208,2.694177,0.992712
1310 ,2406.072142,5120.862736,3523.549401,-7.183457,2.687277,0.987957
1311 ,2398.875071,5123.550344,3524.537649,-7.186695,2.680374,0.983201
1312 ,2391.674761,5126.23104,3525.521129,-7.189924,2.673468,0.978443
1313 ,2384.471222,5128.904818,3526.499836,-7.193144,2.666558,0.973684
1314 ,2377.264464,5131.571676,3527.473772,-7.196353,2.659644,0.968924
1315 ,2370.054497,5134.231611,3528.442933,-7.199553,2.652727,0.964162
1316 ,2362.84133,5136.884618,3529.40732,-7.202743,2.645806,0.959399
1317 ,2355.624973,5139.530694,3530.36693,-7.205924,2.638881,0.954635
1318 ,2348.405436,5142.169835,3531.321762,-7.209094,2.631953,0.949869
1319 ,2341.182728,5144.802039,3532.271815,-7.212255,2.625021,0.945102
1320 ,2333.956859,5147.4273,3533.217087,-7.215406,2.618086,0.940334
1321 ,2326.727839,5150.045616,3534.157578,-7.218548,2.611147,0.935565
1322 ,2319.495678,5152.656983,3535.093286,-7.22168,2.604205,0.930794
1323 ,2312.260386,5155.261398,3536.024209,-7.224802,2.597259,0.926022
1324 ,2305.021972,5157.858856,3536.950347,-7.227914,2.590309,0.921249
1325 ,2297.780445,5160.449356,3537.871699,-7.231016,2.583356,0.916474
1326 ,2290.535817,5163.032892,3538.788262,-7.234109,2.5764,0.911698
1327 ,2283.288096,5165.609461,3539.700036,-7.237192,2.56944,0.906921
1328 ,2276.037292,5168.179061,3540.607019,-7.240265,2.562476,0.902143
1329 ,2268.783415,5170.741687,3541.50921,-7.243329,2.555509,0.897364
1330 ,2261.526476,5173.297336,3542.406609,-7.246382,2.548539,0.892583
1331 ,2254.266483,5175.846004,3543.299213,-7.249426,2.541565,0.887801
1332 ,2247.003446,5178.387689,3544.187021,-7.25246,2.534588,0.883018
1333 ,2239.737376,5180.922386,3545.070033,-7.255485,2.527607,0.878233
1334 ,2232.468282,5183.450093,3545.948247,-7.258499,2.520623,0.873448
1335 ,2225.196174,5185.970805,3546.821662,-7.261504,2.513635,0.868661
1336 ,2217.921061,5188.484519,3547.690277,-7.264499,2.506644,0.863873
1337 ,2210.642954,5190.991233,3548.55409,-7.267484,2.49965,0.859084
1338 ,2203.361863,5193.490942,3549.4131,-7.270459,2.492652,0.854293
1339 ,2196.077796,5195.983643,3550.267307,-7.273425,2.485651,0.849502
1340 ,2188.790765,5198.469332,3551.116708,-7.276381,2.478646,0.844709
1341 ,2181.500778,5200.948008,3551.961304,-7.279327,2.471638,0.839915
1342 ,2174.207846,5203.419665,3552.801092,-7.282263,2.464627,0.835121
1343 ,2166.911979,5205.8843,3553.636071,-7.285189,2.457612,0.830324
1344 ,2159.613186,5208.341911,3554.466241,-7.288105,2.450594,0.825527
1345 ,2152.311477,5210.792494,3555.2916,-7.291012,2.443573,0.820729
1346 ,2145.006863,5213.236046,3556.112147,-7.293908,2.436548,0.815929
1347 ,2137.699352,5215.672563,3556.927881,-7.296795,2.42952,0.811129
1348 ,2130.388955,5218.102041,3557.738801,-7.299672,2.422489,0.806327
1349 ,2123.075682,5220.524479,3558.544905,-7.30254,2.415455,0.801524
1350 ,2115.759542,5222.939872,3559.346194,-7.305397,2.408417,0.79672
1351 ,2108.440545,5225.348217,3560.142664,-7.308244,2.401376,0.791915
1352 ,2101.118702,5227.749511,3560.934317,-7.311082,2.394331,0.787109
1353 ,2093.794022,5230.14375,3561.721149,-7.31391,2.387284,0.782302
1354 ,2086.466516,5232.530932,3562.503161,-7.316728,2.380233,0.777494
1355 ,2079.136192,5234.911053,3563.280351,-7.319536,2.373179,0.772684
1356 ,2071.80306,5237.28411,3564.052718,-7.322334,2.366121,0.767874
1357 ,2064.467132,5239.650099,3564.820262,-7.325122,2.359061,0.763062
1358 ,2057.128416,5242.009018,3565.58298,-7.3279,2.351997,0.75825
1359 ,2049.786923,5244.360863,3566.340872,-7.330669,2.34493,0.753436
1360 ,2042.442662,5246.705631,3567.093937,-7.333427,2.33786,0.748622
1361 ,2035.095644,5249.043319,3567.842174,-7.336176,2.330787,0.743806
1362 ,2027.745878,5251.373923,3568.585582,-7.338915,2.32371,0.73899
1363 ,2020.393374,5253.697441,3569.32416,-7.341644,2.316631,0.734172
1364 ,2013.038142,5256.01387,3570.057907,-7.344362,2.309548,0.729353
1365 ,2005.680192,5258.323205,3570.786822,-7.347071,2.302462,0.724534
1366 ,1998.319534,5260.625445,3571.510903,-7.349771,2.295373,0.719713
1367 ,1990.956178,5262.920585,3572.23015,-7.35246,2.288281,0.714891
1368 ,1983.590134,5265.208624,3572.944562,-7.355139,2.281186,0.710069
1369 ,1976.221412,5267.489557,3573.654138,-7.357808,2.274087,0.705245
1370 ,1968.850021,5269.763381,3574.358877,-7.360468,2.266986,0.700421
1371 ,1961.475972,5272.030094,3575.058778,-7.363117,2.259882,0.695595
1372 ,1954.099275,5274.289693,3575.75384,-7.365757,2.252774,0.690769
1373 ,1946.719939,5276.542174,3576.444062,-7.368386,2.245663,0.685941
1374 ,1939.337975,5278.787534,3577.129443,-7.371006,2.23855,0.681113
1375 ,1931.953393,5281.02577,3577.809982,-7.373616,2.231433,0.676284
1376 ,1924.566201,5283.25688,3578.485678,-7.376216,2.224313,0.671454
1377 ,1917.176412,5285.48086,3579.15653,-7.378805,2.21719,0.666622
1378 ,1909.784034,5287.697707,3579.822538,-7.381385,2.210064,0.66179
1379 ,1902.389077,5289.907418,3580.483701,-7.383955,2.202936,0.656957
1380 ,1894.991551,5292.10999,3581.140017,-7.386515,2.195804,0.652124
1381 ,1887.591467,5294.30542,3581.791485,-7.389065,2.188669,0.647289
1382 ,1880.188834,5296.493705,3582.438105,-7.391605,2.181531,0.642453
1383 ,1872.783663,5298.674843,3583.079876,-7.394135,2.17439,0.637617
1384 ,1865.375963,5300.84883,3583.716797,-7.396655,2.167247,0.632779
1385 ,1857.965744,5303.015663,3584.348867,-7.399165,2.1601,0.627941
1386 ,1850.553017,5305.175339,3584.976086,-7.401665,2.152951,0.623102
1387 ,1843.137791,5307.327856,3585.598451,-7.404155,2.145798,0.618262
1388 ,1835.720076,5309.47321,3586.215963,-7.406635,2.138643,0.613421
1389 ,1828.299883,5311.611399,3586.828621,-7.409105,2.131484,0.608579
1390 ,1820.877221,5313.742419,3587.436424,-7.411565,2.124323,0.603737
1391 ,1813.452101,5315.866268,3588.03937,-7.414015,2.117159,0.598893
1392 ,1806.024532,5317.982943,3588.63746,-7.416455,2.109992,0.594049
1393 ,1798.594524,5320.092441,3589.230692,-7.418885,2.102822,0.589204
1394 ,1791.162088,5322.194759,3589.819065,-7.421305,2.095649,0.584358
1395 ,1783.727234,5324.289894,3590.40258,-7.423715,2.088474,0.579512
1396 ,1776.289971,5326.377843,3590.981234,-7.426115,2.081295,0.574664
1397 ,1768.85031,5328.458604,3591.555027,-7.428505,2.074114,0.569816
1398 ,1761.40826,5330.532174,3592.123958,-7.430885,2.06693,0.564967
1399 ,1753.963832,5332.59855,3592.688027,-7.433255,2.059743,0.560117
1400 ,1746.517036,5334.657729,3593.247233,-7.435615,2.052553,0.555267
1401 ,1739.067881,5336.709708,3593.801574,-7.437965,2.045361,0.550416
1402 ,1731.616379,5338.754484,3594.351051,-7.440304,2.038166,0.545563
1403 ,1724.162538,5340.792055,3594.895663,-7.442634,2.030968,0.540711
1404 ,1716.706369,5342.822418,3595.435408,-7.444954,2.023767,0.535857
1405 ,1709.247883,5344.845571,3595.970286,-7.447263,2.016563,0.531003
1406 ,1701.787088,5346.861509,3596.500296,-7.449563,2.009357,0.526148
1407 ,1694.323996,5348.870232,3597.025437,-7.451852,2.002148,0.521292
1408 ,1686.858616,5350.871735,3597.54571,-7.454132,1.994936,0.516436
1409 ,1679.390958,5352.866017,3598.061112,-7.456401,1.987722,0.511578
1410 ,1671.921033,5354.853074,3598.571644,-7.458661,1.980505,0.50672
1411 ,1664.44885,5356.832903,3599.077304,-7.46091,1.973285,0.501862
1412 ,1656.97442,5358.805503,3599.578092,-7.463149,1.966062,0.497003
1413 ,1649.497752,5360.770871,3600.074008,-7.465378,1.958837,0.492143
1414 ,1642.018857,5362.729003,3600.56505,-7.467597,1.951609,0.487282
1415 ,1634.537745,5364.679897,3601.051218,-7.469806,1.944379,0.482421
1416 ,1627.054426,5366.623551,3601.532511,-7.472005,1.937146,0.477559
1417 ,1619.56891,5368.559961,3602.008929,-7.474194,1.92991,0.472696
1418 ,1612.081208,5370.489126,3602.48047,-7.476372,1.922671,0.467833
1419 ,1604.591328,5372.411042,3602.947135,-7.478541,1.91543,0.462969
1420 ,1597.099282,5374.325707,3603.408922,-7.4807,1.908187,0.458104
1421 ,1589.60508,5376.233118,3603.865831,-7.482848,1.90094,0.453239
1422 ,1582.108731,5378.133273,3604.317862,-7.484986,1.893691,0.448373
1423 ,1574.610246,5380.026169,3604.765013,-7.487114,1.88644,0.443506
1424 ,1567.109635,5381.911804,3605.207285,-7.489233,1.879186,0.438639
1425 ,1559.606907,5383.790175,3605.644675,-7.49134,1.871929,0.433772
1426 ,1552.102074,5385.661279,3606.077185,-7.493438,1.86467,0.428903
1427 ,1544.595146,5387.525114,3606.504813,-7.495526,1.857409,0.424035
1428 ,1537.086131,5389.381677,3606.927558,-7.497604,1.850144,0.419165
1429 ,1529.575041,5391.230966,3607.345421,-7.499671,1.842878,0.414295
1430 ,1522.061886,5393.072979,3607.7584,-7.501729,1.835609,0.409424
1431 ,1514.546676,5394.907712,3608.166495,-7.503776,1.828337,0.404553
1432 ,1507.02942,5396.735163,3608.569705,-7.505813,1.821063,0.399681
1433 ,1499.51013,5398.555331,3608.96803,-7.50784,1.813786,0.394809
1434 ,1491.988815,5400.368211,3609.361469,-7.509857,1.806507,0.389936
1435 ,1484.465486,5402.173803,3609.750022,-7.511863,1.799225,0.385063
1436 ,1476.940152,5403.972102,3610.133688,-7.51386,1.791941,0.380189
1437 ,1469.412824,5405.763108,3610.512467,-7.515846,1.784655,0.375314
1438 ,1461.883511,5407.546817,3610.886358,-7.517823,1.777366,0.370439
1439 ,1454.352225,5409.323228,3611.25536,-7.519789,1.770074,0.365564
1440 ,1446.818975,5411.092337,3611.619474,-7.521745,1.762781,0.360688
1441 ,1439.283772,5412.854142,3611.978698,-7.52369,1.755485,0.355811
1442 ,1431.746625,5414.608641,3612.333032,-7.525626,1.748186,0.350934
1443 ,1424.207545,5416.355831,3612.682475,-7.527552,1.740885,0.346057
1444 ,1416.666542,5418.095711,3613.027028,-7.529467,1.733582,0.341179
1445 ,1409.123626,5419.828277,3613.366689,-7.531372,1.726276,0.3363
1446 ,1401.578807,5421.553528,3613.701458,-7.533267,1.718968,0.331421
1447 ,1394.032096,5423.27146,3614.031335,-7.535152,1.711658,0.326542
1448 ,1386.483502,5424.982073,3614.35632,-7.537026,1.704345,0.321662
1449 ,1378.933037,5426.685362,3614.676411,-7.538891,1.69703,0.316782
1450 ,1371.380709,5428.381327,3614.991608,-7.540745,1.689713,0.311901
1451 ,1363.82653,5430.069964,3615.301911,-7.542589,1.682393,0.30702
1452 ,1356.270509,5431.751272,3615.607319,-7.544423,1.675071,0.302138
1453 ,1348.712657,5433.425247,3615.907833,-7.546247,1.667747,0.297256
1454 ,1341.152984,5435.091889,3616.203451,-7.54806,1.66042,0.292374
1455 ,1333.5915,5436.751194,3616.494173,-7.549864,1.653092,0.287491
1456 ,1326.028216,5438.40316,3616.779999,-7.551657,1.645761,0.282608
1457 ,1318.46314,5440.047786,3617.060928,-7.55344,1.638427,0.277724
1458 ,1310.896285,5441.685068,3617.33696,-7.555212,1.631092,0.27284
1459 ,1303.32766,5443.315004,3617.608095,-7.556975,1.623754,0.267956
1460 ,1295.757274,5444.937593,3617.874332,-7.558727,1.616414,0.263071
1461 ,1288.18514,5446.552833,3618.135671,-7.560469,1.609072,0.258186
1462 ,1280.611265,5448.16072,3618.392111,-7.562201,1.601728,0.2533
1463 ,1273.035662,5449.761252,3618.643652,-7.563923,1.594381,0.248414
1464 ,1265.45834,5451.354429,3618.890294,-7.565635,1.587033,0.243528
1465 ,1257.879309,5452.940246,3619.132037,-7.567336,1.579682,0.238641
1466 ,1250.29858,5454.518703,3619.368879,-7.569027,1.572329,0.233754
1467 ,1242.716162,5456.089797,3619.600821,-7.570708,1.564974,0.228867
1468 ,1235.132067,5457.653526,3619.827863,-7.572378,1.557617,0.22398
1469 ,1227.546303,5459.209888,3620.050003,-7.574039,1.550257,0.219092
1470 ,1219.958883,5460.75888,3620.267242,-7.575689,1.542896,0.214203
1471 ,1212.369815,5462.300501,3620.47958,-7.577329,1.535532,0.209315
1472 ,1204.77911,5463.834748,3620.687016,-7.578958,1.528166,0.204426
1473 ,1197.186778,5465.36162,3620.88955,-7.580578,1.520799,0.199537
1474 ,1189.59283,5466.881114,3621.087181,-7.582187,1.513429,0.194648
1475 ,1181.997276,5468.393228,3621.279909,-7.583786,1.506057,0.189758
1476 ,1174.400126,5469.89796,3621.467735,-7.585375,1.498683,0.184868
1477 ,1166.80139,5471.395308,3621.650657,-7.586953,1.491307,0.179978
1478 ,1159.201078,5472.885271,3621.828676,-7.588521,1.483929,0.175087
1479 ,1151.599202,5474.367845,3622.00179,-7.590079,1.476549,0.170197
1480 ,1143.99577,5475.843029,3622.170001,-7.591627,1.469167,0.165306
1481 ,1136.390794,5477.310821,3622.333308,-7.593165,1.461783,0.160415
1482 ,1128.784284,5478.771219,3622.49171,-7.594692,1.454396,0.155523
1483 ,1121.176249,5480.224222,3622.645207,-7.596209,1.447008,0.150632
1484 ,1113.566701,5481.669826,3622.793799,-7.597716,1.439618,0.14574
1485 ,1105.955649,5483.10803,3622.937487,-7.599212,1.432226,0.140848
1486 ,1098.343104,5484.538832,3623.076268,-7.600698,1.424832,0.135955
1487 ,1090.729076,5485.96223,3623.210144,-7.602174,1.417436,0.131063
1488 ,1083.113575,5487.378223,3623.339115,-7.60364,1.410038,0.12617
1489 ,1075.496612,5488.786807,3623.463179,-7.605095,1.402639,0.121277
1490 ,1067.878196,5490.187982,3623.582337,-7.60654,1.395237,0.116384
1491 ,1060.258339,5491.581745,3623.696589,-7.607975,1.387833,0.111491
1492 ,1052.63705,5492.968095,3623.805935,-7.6094,1.380428,0.106598
1493 ,1045.014341,5494.347029,3623.910374,-7.610814,1.37302,0.101704
1494 ,1037.39022,5495.718546,3624.009906,-7.612218,1.365611,0.096811
1495 ,1029.764698,5497.082644,3624.104531,-7.613612,1.3582,0.091917
1496 ,1022.137786,5498.439321,3624.194248,-7.614995,1.350787,0.087023
1497 ,1014.509494,5499.788575,3624.279059,-7.616368,1.343372,0.082129
1498 ,1006.879833,5501.130404,3624.358962,-7.617731,1.335956,0.077235
1499 ,999.248811,5502.464807,3624.433958,-7.619084,1.328537,0.07234
1500 ,991.616441,5503.791781,3624.504046,-7.620426,1.321117,0.067446
1501 ,983.982732,5505.111325,3624.569227,-7.621758,1.313695,0.062551
1502 ,976.347695,5506.423437,3624.629499,-7.62308,1.306271,0.057657
1503 ,968.711339,5507.728115,3624.684864,-7.624391,1.298845,0.052762
1504 ,961.073675,5509.025357,3624.735321,-7.625692,1.291418,0.047867
1505 ,953.434714,5510.315163,3624.780869,-7.626983,1.283988,0.042972
1506 ,945.794465,5511.597529,3624.82151,-7.628264,1.276557,0.038077
1507 ,938.15294,5512.872454,3624.857242,-7.629534,1.269125,0.033182
1508 ,930.510148,5514.139936,3624.888066,-7.630794,1.26169,0.028287
1509 ,922.8661,5515.399975,3624.913982,-7.632043,1.254254,0.023392
1510 ,915.220805,5516.652567,3624.934989,-7.633282,1.246816,0.018497
1511 ,907.574276,5517.897711,3624.951088,-7.634511,1.239376,0.013602
1512 ,899.92652,5519.135406,3624.962278,-7.63573,1.231935,0.008706
1513 ,892.27755,5520.365649,3624.96856,-7.636938,1.224492,0.003811
1514 ,884.627375,5521.58844,3624.969934,-7.638136,1.217047,-0.001084
1515 ,876.976006,5522.803776,3624.966398,-7.639324,1.209601,-0.00598
1516 ,869.323453,5524.011656,3624.957955,-7.640502,1.202153,-0.010875
1517 ,861.669727,5525.212079,3624.944602,-7.641669,1.194703,-0.01577
1518 ,854.014837,5526.405041,3624.926342,-7.642825,1.187252,-0.020665
1519 ,846.358794,5527.590543,3624.903172,-7.643972,1.179799,-0.025561
1520 ,838.701608,5528.768581,3624.875094,-7.645108,1.172345,-0.030456
1521 ,831.04329,5529.939156,3624.842108,-7.646234,1.164889,-0.035351
1522 ,823.38385,5531.102264,3624.804213,-7.647349,1.157431,-0.040246
1523 ,815.723299,5532.257905,3624.76141,-7.648454,1.149972,-0.045142
1524 ,808.061647,5533.406077,3624.713698,-7.649549,1.142511,-0.050037
1525 ,800.398903,5534.546778,3624.661079,-7.650633,1.135048,-0.054932
1526 ,792.735079,5535.680006,3624.60355,-7.651707,1.127584,-0.059827
1527 ,785.070185,5536.805761,3624.541114,-7.652771,1.120119,-0.064722
1528 ,777.404231,5537.924041,3624.47377,-7.653825,1.112652,-0.069617
1529 ,769.737228,5539.034843,3624.401517,-7.654868,1.105183,-0.074511
1530 ,762.069186,5540.138167,3624.324356,-7.6559,1.097713,-0.079406
1531 ,754.400114,5541.234011,3624.242288,-7.656923,1.090241,-0.084301
1532 ,746.730025,5542.322374,3624.155312,-7.657935,1.082768,-0.089195
1533 ,739.058927,5543.403254,3624.063428,-7.658937,1.075294,-0.09409
1534 ,731.386832,5544.476649,3623.966637,-7.659928,1.067818,-0.098984
1535 ,723.713749,5545.542559,3623.864938,-7.660909,1.06034,-0.103878
1536 ,716.03969,5546.600981,3623.758332,-7.66188,1.052861,-0.108772
1537 ,708.364664,5547.651914,3623.646818,-7.66284,1.045381,-0.113666
1538 ,700.688682,5548.695358,3623.530398,-7.66379,1.037899,-0.11856
1539 ,693.011754,5549.731309,3623.409071,-7.664729,1.030416,-0.123453
1540 ,685.33389,5550.759767,3623.282837,-7.665659,1.022931,-0.128347
1541 ,677.655102,5551.780731,3623.151696,-7.666578,1.015445,-0.13324
1542 ,669.975398,5552.794199,3623.015649,-7.667486,1.007957,-0.138133
1543 ,662.294791,5553.80017,3622.874695,-7.668384,1.000468,-0.143026
1544 ,654.613289,5554.798642,3622.728836,-7.669272,0.992978,-0.147919
1545 ,646.930904,5555.789614,3622.578071,-7.67015,0.985487,-0.152812
1546 ,639.247646,5556.773084,3622.4224,-7.671017,0.977994,-0.157704
1547 ,631.563525,5557.749052,3622.261823,-7.671873,0.970499,-0.162596
1548 ,623.878551,5558.717516,3622.096341,-7.67272,0.963004,-0.167488
1549 ,616.192736,5559.678474,3621.925954,-7.673556,0.955507,-0.17238
1550 ,608.506088,5560.631925,3621.750662,-7.674381,0.948008,-0.177271
1551 ,600.81862,5561.577869,3621.570466,-7.675197,0.940509,-0.182163
1552 ,593.130341,5562.516303,3621.385365,-7.676002,0.933008,-0.187054
1553 ,585.441261,5563.447227,3621.19536,-7.676796,0.925506,-0.191945
1554 ,577.751391,5564.370638,3621.000451,-7.67758,0.918002,-0.196835
1555 ,570.060741,5565.286536,3620.800638,-7.678354,0.910498,-0.201726
1556 ,562.369322,5566.19492,3620.595922,-7.679117,0.902992,-0.206616
